experiment,n_qubits,depth,entanglement_density,trial,seed,gate_count,entanglement_entropy,normalized_entropy,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,optimizer_version
2,6,20,0.05,35,77,120,0.8051976343821254,0.3220790537528502,120,120,0.0,0.9999999999999899,False,0.02869415283203125,3.0.0
2,6,20,0.05,36,78,120,1.057130746258919e-14,4.228522985035676e-15,120,120,0.0,0.9999999999999858,False,0.009315729141235352,3.0.0
2,6,20,0.05,37,79,120,0.7934581721800626,0.31738326887202506,120,120,0.0,0.9999999999999871,False,0.010783910751342773,3.0.0
2,6,20,0.05,38,80,120,0.6268386043162673,0.2507354417265069,120,120,0.0,0.9999999999999873,False,0.05632185935974121,3.0.0
2,6,20,0.05,39,81,120,1.233319203968738e-14,4.933276815874952e-15,120,120,0.0,0.9999999999999833,False,0.003578662872314453,3.0.0
2,6,20,0.05,40,82,120,7.207709633583546e-15,2.8830838534334185e-15,120,120,0.0,0.9999999999999889,False,0.007523298263549805,3.0.0
2,6,20,0.05,41,83,120,0.48463912093363193,0.19385564837345276,120,120,0.0,0.9999999999999882,False,0.008879899978637695,3.0.0
2,6,20,0.05,42,84,120,6.246681682439076e-15,2.4986726729756306e-15,120,120,0.0,0.9999999999999889,False,0.006139993667602539,3.0.0
2,6,20,0.05,43,85,120,7.688223609155783e-15,3.0752894436623132e-15,120,120,0.0,0.9999999999999891,False,0.005588054656982422,3.0.0
2,6,20,0.05,44,86,120,0.7115832113415261,0.28463328453661046,120,120,0.0,0.999999999999986,False,0.0033979415893554688,3.0.0
2,6,20,0.05,45,87,120,9.930622161826211e-15,3.972248864730485e-15,120,120,0.0,0.9999999999999867,False,0.003511190414428711,3.0.0
2,6,20,0.05,46,88,120,0.2899517441616808,0.11598069766467231,120,120,0.0,0.9999999999999842,False,0.0036094188690185547,3.0.0
2,6,20,0.05,47,89,120,0.18797695045803164,0.07519078018321265,120,120,0.0,0.9999999999999893,False,0.007325649261474609,3.0.0
2,6,20,0.05,48,90,120,0.8647888953400935,0.3459155581360374,120,120,0.0,0.9999999999999876,False,0.007353544235229492,3.0.0
2,6,20,0.05,49,91,120,0.6014950804778183,0.24059803219112733,120,120,0.0,0.9999999999999878,False,0.007524013519287109,3.0.0
2,6,20,0.05,50,92,120,0.07978387527658072,0.03191355011063229,120,120,0.0,0.9999999999999895,False,0.006096839904785156,3.0.0
